"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"11/04/2024 17:30:00 - 11/04/2024 17:45:00","BZN|DE-LU","Sequence 2","89.92","",""
"11/04/2024 17:45:00 - 11/04/2024 18:00:00","BZN|DE-LU","Sequence 1","76.74","",""
"11/04/2024 17:45:00 - 11/04/2024 18:00:00","BZN|DE-LU","Sequence 2","134.9","",""
"11/04/2024 18:00:00 - 11/04/2024 18:15:00","BZN|DE-LU","Sequence 1","100.7","",""
"11/04/2024 18:00:00 - 11/04/2024 18:15:00","BZN|DE-LU","Sequence 2","59.95","",""
"11/04/2024 18:15:00 - 11/04/2024 18:30:00","BZN|DE-LU","Sequence 1","100.7","",""
"11/04/2024 18:15:00 - 11/04/2024 18:30:00","BZN|DE-LU","Sequence 2","95.12","",""
"11/04/2024 18:30:00 - 11/04/2024 18:45:00","BZN|DE-LU","Sequence 1","100.7","",""
"11/04/2024 18:30:00 - 11/04/2024 18:45:00","BZN|DE-LU","Sequence 2","110.07","",""
"11/04/2024 18:45:00 - 11/04/2024 19:00:00","BZN|DE-LU","Sequence 1","100.7","",""
"11/04/2024 18:45:00 - 11/04/2024 19:00:00","BZN|DE-LU","Sequence 2","159.91","",""
"11/04/2024 19:00:00 - 11/04/2024 19:15:00","BZN|DE-LU","Sequence 1","134.36","",""
"11/04/2024 19:00:00 - 11/04/2024 19:15:00","BZN|DE-LU","Sequence 2","144.94","",""
"11/04/2024 19:15:00 - 11/04/2024 19:30:00","BZN|DE-LU","Sequence 1","134.36","",""
"11/04/2024 19:15:00 - 11/04/2024 19:30:00","BZN|DE-LU","Sequence 2","139.97","",""
"11/04/2024 19:30:00 - 11/04/2024 19:45:00","BZN|DE-LU","Sequence 1","134.36","",""
"11/04/2024 19:30:00 - 11/04/2024 19:45:00","BZN|DE-LU","Sequence 2","169.92","",""
"11/04/2024 19:45:00 - 11/04/2024 20:00:00","BZN|DE-LU","Sequence 1","134.36","",""
"11/04/2024 19:45:00 - 11/04/2024 20:00:00","BZN|DE-LU","Sequence 2","175.0","",""
"11/04/2024 20:00:00 - 11/04/2024 20:15:00","BZN|DE-LU","Sequence 1","137.82","",""
"11/04/2024 20:00:00 - 11/04/2024 20:15:00","BZN|DE-LU","Sequence 2","264.22","",""
"11/04/2024 20:15:00 - 11/04/2024 20:30:00","BZN|DE-LU","Sequence 1","137.82","",""
"11/04/2024 20:15:00 - 11/04/2024 20:30:00","BZN|DE-LU","Sequence 2","129.98","",""
"11/04/2024 20:30:00 - 11/04/2024 20:45:00","BZN|DE-LU","Sequence 1","137.82","",""
"11/04/2024 20:30:00 - 11/04/2024 20:45:00","BZN|DE-LU","Sequence 2","119.96","",""
"11/04/2024 20:45:00 - 11/04/2024 21:00:00","BZN|DE-LU","Sequence 1","137.82","",""
"11/04/2024 20:45:00 - 11/04/2024 21:00:00","BZN|DE-LU","Sequence 2","114.93","",""
"11/04/2024 21:00:00 - 11/04/2024 21:15:00","BZN|DE-LU","Sequence 1","98.79","",""
"11/04/2024 21:00:00 - 11/04/2024 21:15:00","BZN|DE-LU","Sequence 2","130.5","",""
"11/04/2024 21:15:00 - 11/04/2024 21:30:00","BZN|DE-LU","Sequence 1","98.79","",""
"11/04/2024 21:15:00 - 11/04/2024 21:30:00","BZN|DE-LU","Sequence 2","104.92","",""
"11/04/2024 21:30:00 - 11/04/2024 21:45:00","BZN|DE-LU","Sequence 1","98.79","",""
"11/04/2024 21:30:00 - 11/04/2024 21:45:00","BZN|DE-LU","Sequence 2","95.08","",""
"11/04/2024 21:45:00 - 11/04/2024 22:00:00","BZN|DE-LU","Sequence 1","98.79","",""
"11/04/2024 21:45:00 - 11/04/2024 22:00:00","BZN|DE-LU","Sequence 2","84.9","",""
"11/04/2024 22:00:00 - 11/04/2024 22:15:00","BZN|DE-LU","Sequence 1","82.42","",""
"11/04/2024 22:00:00 - 11/04/2024 22:15:00","BZN|DE-LU","Sequence 2","119.9","",""
"11/04/2024 22:15:00 - 11/04/2024 22:30:00","BZN|DE-LU","Sequence 1","82.42","",""
"11/04/2024 22:15:00 - 11/04/2024 22:30:00","BZN|DE-LU","Sequence 2","89.93","",""
"11/04/2024 22:30:00 - 11/04/2024 22:45:00","BZN|DE-LU","Sequence 1","82.42","",""
"11/04/2024 22:30:00 - 11/04/2024 22:45:00","BZN|DE-LU","Sequence 2","72.72","",""
"11/04/2024 22:45:00 - 11/04/2024 23:00:00","BZN|DE-LU","Sequence 1","82.42","",""
"11/04/2024 22:45:00 - 11/04/2024 23:00:00","BZN|DE-LU","Sequence 2","54.92","",""
"11/04/2024 23:00:00 - 11/04/2024 23:15:00","BZN|DE-LU","Sequence 1","76.51","",""
"11/04/2024 23:00:00 - 11/04/2024 23:15:00","BZN|DE-LU","Sequence 2","99.95","",""
"11/04/2024 23:15:00 - 11/04/2024 23:30:00","BZN|DE-LU","Sequence 1","76.51","",""
"11/04/2024 23:15:00 - 11/04/2024 23:30:00","BZN|DE-LU","Sequence 2","79.8","",""
"11/04/2024 23:30:00 - 11/04/2024 23:45:00","BZN|DE-LU","Sequence 1","76.51","",""
"11/04/2024 23:30:00 - 11/04/2024 23:45:00","BZN|DE-LU","Sequence 2","68.6","",""
"11/04/2024 23:45:00 - 12/04/2024 00:00:00","BZN|DE-LU","Sequence 1","76.51","",""
"11/04/2024 23:45:00 - 12/04/2024 00:00:00","BZN|DE-LU","Sequence 2","57.25","",""
"12/04/2024 00:00:00 - 12/04/2024 00:15:00","BZN|DE-LU","Sequence 1","75.71","",""
"12/04/2024 00:00:00 - 12/04/2024 00:15:00","BZN|DE-LU","Sequence 2","81.95","",""
"12/04/2024 00:15:00 - 12/04/2024 00:30:00","BZN|DE-LU","Sequence 1","75.71","",""
"12/04/2024 00:15:00 - 12/04/2024 00:30:00","BZN|DE-LU","Sequence 2","73.8","",""
"12/04/2024 00:30:00 - 12/04/2024 00:45:00","BZN|DE-LU","Sequence 1","75.71","",""
"12/04/2024 00:30:00 - 12/04/2024 00:45:00","BZN|DE-LU","Sequence 2","84.9","",""
"12/04/2024 00:45:00 - 12/04/2024 01:00:00","BZN|DE-LU","Sequence 1","75.71","",""
"12/04/2024 00:45:00 - 12/04/2024 01:00:00","BZN|DE-LU","Sequence 2","55.35","",""
"12/04/2024 01:00:00 - 12/04/2024 01:15:00","BZN|DE-LU","Sequence 1","71.74","",""
"12/04/2024 01:00:00 - 12/04/2024 01:15:00","BZN|DE-LU","Sequence 2","71.97","",""
"12/04/2024 01:15:00 - 12/04/2024 01:30:00","BZN|DE-LU","Sequence 1","71.74","",""
"12/04/2024 01:15:00 - 12/04/2024 01:30:00","BZN|DE-LU","Sequence 2","63.4","",""
"12/04/2024 01:30:00 - 12/04/2024 01:45:00","BZN|DE-LU","Sequence 1","71.74","",""
"12/04/2024 01:30:00 - 12/04/2024 01:45:00","BZN|DE-LU","Sequence 2","79.9","",""
"12/04/2024 01:45:00 - 12/04/2024 02:00:00","BZN|DE-LU","Sequence 1","71.74","",""
"12/04/2024 01:45:00 - 12/04/2024 02:00:00","BZN|DE-LU","Sequence 2","64.57","",""
"12/04/2024 02:00:00 - 12/04/2024 02:15:00","BZN|DE-LU","Sequence 1","68.89","",""
"12/04/2024 02:00:00 - 12/04/2024 02:15:00","BZN|DE-LU","Sequence 2","61.91","",""
"12/04/2024 02:15:00 - 12/04/2024 02:30:00","BZN|DE-LU","Sequence 1","68.89","",""
"12/04/2024 02:15:00 - 12/04/2024 02:30:00","BZN|DE-LU","Sequence 2","57.9","",""
"12/04/2024 02:30:00 - 12/04/2024 02:45:00","BZN|DE-LU","Sequence 1","68.89","",""
"12/04/2024 02:30:00 - 12/04/2024 02:45:00","BZN|DE-LU","Sequence 2","74.91","",""
"12/04/2024 02:45:00 - 12/04/2024 03:00:00","BZN|DE-LU","Sequence 1","68.89","",""
"12/04/2024 02:45:00 - 12/04/2024 03:00:00","BZN|DE-LU","Sequence 2","72.48","",""
"12/04/2024 03:00:00 - 12/04/2024 03:15:00","BZN|DE-LU","Sequence 1","69.26","",""
"12/04/2024 03:00:00 - 12/04/2024 03:15:00","BZN|DE-LU","Sequence 2","57.9","",""
"12/04/2024 03:15:00 - 12/04/2024 03:30:00","BZN|DE-LU","Sequence 1","69.26","",""
"12/04/2024 03:15:00 - 12/04/2024 03:30:00","BZN|DE-LU","Sequence 2","69.12","",""
"12/04/2024 03:30:00 - 12/04/2024 03:45:00","BZN|DE-LU","Sequence 1","69.26","",""
"12/04/2024 03:30:00 - 12/04/2024 03:45:00","BZN|DE-LU","Sequence 2","79.9","",""
"12/04/2024 03:45:00 - 12/04/2024 04:00:00","BZN|DE-LU","Sequence 1","69.26","",""
"12/04/2024 03:45:00 - 12/04/2024 04:00:00","BZN|DE-LU","Sequence 2","58.3","",""
"12/04/2024 04:00:00 - 12/04/2024 04:15:00","BZN|DE-LU","Sequence 1","69.52","",""
"12/04/2024 04:00:00 - 12/04/2024 04:15:00","BZN|DE-LU","Sequence 2","61.2","",""
"12/04/2024 04:15:00 - 12/04/2024 04:30:00","BZN|DE-LU","Sequence 1","69.52","",""
"12/04/2024 04:15:00 - 12/04/2024 04:30:00","BZN|DE-LU","Sequence 2","56.97","",""
"12/04/2024 04:30:00 - 12/04/2024 04:45:00","BZN|DE-LU","Sequence 1","69.52","",""
"12/04/2024 04:30:00 - 12/04/2024 04:45:00","BZN|DE-LU","Sequence 2","56.98","",""
"12/04/2024 04:45:00 - 12/04/2024 05:00:00","BZN|DE-LU","Sequence 1","69.52","",""
"12/04/2024 04:45:00 - 12/04/2024 05:00:00","BZN|DE-LU","Sequence 2","94.91","",""
"12/04/2024 05:00:00 - 12/04/2024 05:15:00","BZN|DE-LU","Sequence 1","77.53","",""
"12/04/2024 05:00:00 - 12/04/2024 05:15:00","BZN|DE-LU","Sequence 2","51.9","",""
"12/04/2024 05:15:00 - 12/04/2024 05:30:00","BZN|DE-LU","Sequence 1","77.53","",""
"12/04/2024 05:15:00 - 12/04/2024 05:30:00","BZN|DE-LU","Sequence 2","64.6","",""
"12/04/2024 05:30:00 - 12/04/2024 05:45:00","BZN|DE-LU","Sequence 1","77.53","",""
"12/04/2024 05:30:00 - 12/04/2024 05:45:00","BZN|DE-LU","Sequence 2","77.7","",""
"12/04/2024 05:45:00 - 12/04/2024 06:00:00","BZN|DE-LU","Sequence 1","77.53","",""
"12/04/2024 05:45:00 - 12/04/2024 06:00:00","BZN|DE-LU","Sequence 2","109.93","",""
"12/04/2024 06:00:00 - 12/04/2024 06:15:00","BZN|DE-LU","Sequence 1","91.23","",""
"12/04/2024 06:00:00 - 12/04/2024 06:15:00","BZN|DE-LU","Sequence 2","77.1","",""
"12/04/2024 06:15:00 - 12/04/2024 06:30:00","BZN|DE-LU","Sequence 1","91.23","",""
"12/04/2024 06:15:00 - 12/04/2024 06:30:00","BZN|DE-LU","Sequence 2","91.91","",""
"12/04/2024 06:30:00 - 12/04/2024 06:45:00","BZN|DE-LU","Sequence 1","91.23","",""
"12/04/2024 06:30:00 - 12/04/2024 06:45:00","BZN|DE-LU","Sequence 2","91.9","",""
"12/04/2024 06:45:00 - 12/04/2024 07:00:00","BZN|DE-LU","Sequence 1","91.23","",""
"12/04/2024 06:45:00 - 12/04/2024 07:00:00","BZN|DE-LU","Sequence 2","109.7","",""
"12/04/2024 07:00:00 - 12/04/2024 07:15:00","BZN|DE-LU","Sequence 1","97.0","",""
"12/04/2024 07:00:00 - 12/04/2024 07:15:00","BZN|DE-LU","Sequence 2","111.99","",""
"12/04/2024 07:15:00 - 12/04/2024 07:30:00","BZN|DE-LU","Sequence 1","97.0","",""
"12/04/2024 07:15:00 - 12/04/2024 07:30:00","BZN|DE-LU","Sequence 2","114.91","",""
"12/04/2024 07:30:00 - 12/04/2024 07:45:00","BZN|DE-LU","Sequence 1","97.0","",""
"12/04/2024 07:30:00 - 12/04/2024 07:45:00","BZN|DE-LU","Sequence 2","92.2","",""
"12/04/2024 07:45:00 - 12/04/2024 08:00:00","BZN|DE-LU","Sequence 1","97.0","",""
"12/04/2024 07:45:00 - 12/04/2024 08:00:00","BZN|DE-LU","Sequence 2","91.96","",""
"12/04/2024 08:00:00 - 12/04/2024 08:15:00","BZN|DE-LU","Sequence 1","86.83","",""
"12/04/2024 08:00:00 - 12/04/2024 08:15:00","BZN|DE-LU","Sequence 2","124.99","",""
"12/04/2024 08:15:00 - 12/04/2024 08:30:00","BZN|DE-LU","Sequence 1","86.83","",""
"12/04/2024 08:15:00 - 12/04/2024 08:30:00","BZN|DE-LU","Sequence 2","84.7","",""
"12/04/2024 08:30:00 - 12/04/2024 08:45:00","BZN|DE-LU","Sequence 1","86.83","",""
"12/04/2024 08:30:00 - 12/04/2024 08:45:00","BZN|DE-LU","Sequence 2","79.49","",""
"12/04/2024 08:45:00 - 12/04/2024 09:00:00","BZN|DE-LU","Sequence 1","86.83","",""
"12/04/2024 08:45:00 - 12/04/2024 09:00:00","BZN|DE-LU","Sequence 2","43.6","",""
"12/04/2024 09:00:00 - 12/04/2024 09:15:00","BZN|DE-LU","Sequence 1","70.98","",""
"12/04/2024 09:00:00 - 12/04/2024 09:15:00","BZN|DE-LU","Sequence 2","106.92","",""
"12/04/2024 09:15:00 - 12/04/2024 09:30:00","BZN|DE-LU","Sequence 1","70.98","",""
"12/04/2024 09:15:00 - 12/04/2024 09:30:00","BZN|DE-LU","Sequence 2","71.95","",""
"12/04/2024 09:30:00 - 12/04/2024 09:45:00","BZN|DE-LU","Sequence 1","70.98","",""
"12/04/2024 09:30:00 - 12/04/2024 09:45:00","BZN|DE-LU","Sequence 2","64.38","",""
"12/04/2024 09:45:00 - 12/04/2024 10:00:00","BZN|DE-LU","Sequence 1","70.98","",""
"12/04/2024 09:45:00 - 12/04/2024 10:00:00","BZN|DE-LU","Sequence 2","24.94","",""
"12/04/2024 10:00:00 - 12/04/2024 10:15:00","BZN|DE-LU","Sequence 1","42.86","",""
"12/04/2024 10:00:00 - 12/04/2024 10:15:00","BZN|DE-LU","Sequence 2","81.94","",""
"12/04/2024 10:15:00 - 12/04/2024 10:30:00","BZN|DE-LU","Sequence 1","42.86","",""
"12/04/2024 10:15:00 - 12/04/2024 10:30:00","BZN|DE-LU","Sequence 2","46.57","",""
"12/04/2024 10:30:00 - 12/04/2024 10:45:00","BZN|DE-LU","Sequence 1","42.86","",""
"12/04/2024 10:30:00 - 12/04/2024 10:45:00","BZN|DE-LU","Sequence 2","25.4","",""
"12/04/2024 10:45:00 - 12/04/2024 11:00:00","BZN|DE-LU","Sequence 1","42.86","",""
"12/04/2024 10:45:00 - 12/04/2024 11:00:00","BZN|DE-LU","Sequence 2","-9.91","",""
"12/04/2024 11:00:00 - 12/04/2024 11:15:00","BZN|DE-LU","Sequence 1","18.86","",""
"12/04/2024 11:00:00 - 12/04/2024 11:15:00","BZN|DE-LU","Sequence 2","45.02","",""
"12/04/2024 11:15:00 - 12/04/2024 11:30:00","BZN|DE-LU","Sequence 1","18.86","",""
"12/04/2024 11:15:00 - 12/04/2024 11:30:00","BZN|DE-LU","Sequence 2","25.0","",""
"12/04/2024 11:30:00 - 12/04/2024 11:45:00","BZN|DE-LU","Sequence 1","18.86","",""
"12/04/2024 11:30:00 - 12/04/2024 11:45:00","BZN|DE-LU","Sequence 2","10.04","",""
"12/04/2024 11:45:00 - 12/04/2024 12:00:00","BZN|DE-LU","Sequence 1","18.86","",""
"12/04/2024 11:45:00 - 12/04/2024 12:00:00","BZN|DE-LU","Sequence 2","-10.1","",""
"12/04/2024 12:00:00 - 12/04/2024 12:15:00","BZN|DE-LU","Sequence 1","0.0","",""
"12/04/2024 12:00:00 - 12/04/2024 12:15:00","BZN|DE-LU","Sequence 2","25.03","",""
"12/04/2024 12:15:00 - 12/04/2024 12:30:00","BZN|DE-LU","Sequence 1","0.0","",""
"12/04/2024 12:15:00 - 12/04/2024 12:30:00","BZN|DE-LU","Sequence 2","15.0","",""
"12/04/2024 12:30:00 - 12/04/2024 12:45:00","BZN|DE-LU","Sequence 1","0.0","",""
"12/04/2024 12:30:00 - 12/04/2024 12:45:00","BZN|DE-LU","Sequence 2","0.02","",""
"12/04/2024 12:45:00 - 12/04/2024 13:00:00","BZN|DE-LU","Sequence 1","0.0","",""
"12/04/2024 12:45:00 - 12/04/2024 13:00:00","BZN|DE-LU","Sequence 2","-14.99","",""
"12/04/2024 13:00:00 - 12/04/2024 13:15:00","BZN|DE-LU","Sequence 1","-0.07","",""
"12/04/2024 13:00:00 - 12/04/2024 13:15:00","BZN|DE-LU","Sequence 2","27.83","",""
"12/04/2024 13:15:00 - 12/04/2024 13:30:00","BZN|DE-LU","Sequence 1","-0.07","",""
"12/04/2024 13:15:00 - 12/04/2024 13:30:00","BZN|DE-LU","Sequence 2","0.09","",""
"12/04/2024 13:30:00 - 12/04/2024 13:45:00","BZN|DE-LU","Sequence 1","-0.07","",""
"12/04/2024 13:30:00 - 12/04/2024 13:45:00","BZN|DE-LU","Sequence 2","-5.1","",""
"12/04/2024 13:45:00 - 12/04/2024 14:00:00","BZN|DE-LU","Sequence 1","-0.07","",""
"12/04/2024 13:45:00 - 12/04/2024 14:00:00","BZN|DE-LU","Sequence 2","-19.97","",""
"12/04/2024 14:00:00 - 12/04/2024 14:15:00","BZN|DE-LU","Sequence 1","0.01","",""
"12/04/2024 14:00:00 - 12/04/2024 14:15:00","BZN|DE-LU","Sequence 2","-8.3","",""
"12/04/2024 14:15:00 - 12/04/2024 14:30:00","BZN|DE-LU","Sequence 1","0.01","",""
"12/04/2024 14:15:00 - 12/04/2024 14:30:00","BZN|DE-LU","Sequence 2","-10.1","",""
"12/04/2024 14:30:00 - 12/04/2024 14:45:00","BZN|DE-LU","Sequence 1","0.01","",""
"12/04/2024 14:30:00 - 12/04/2024 14:45:00","BZN|DE-LU","Sequence 2","8.2","",""
"12/04/2024 14:45:00 - 12/04/2024 15:00:00","BZN|DE-LU","Sequence 1","0.01","",""
"12/04/2024 14:45:00 - 12/04/2024 15:00:00","BZN|DE-LU","Sequence 2","8.6","",""
"12/04/2024 15:00:00 - 12/04/2024 15:15:00","BZN|DE-LU","Sequence 1","0.18","",""
"12/04/2024 15:00:00 - 12/04/2024 15:15:00","BZN|DE-LU","Sequence 2","-26.26","",""
"12/04/2024 15:15:00 - 12/04/2024 15:30:00","BZN|DE-LU","Sequence 1","0.18","",""
"12/04/2024 15:15:00 - 12/04/2024 15:30:00","BZN|DE-LU","Sequence 2","-4.92","",""
"12/04/2024 15:30:00 - 12/04/2024 15:45:00","BZN|DE-LU","Sequence 1","0.18","",""
"12/04/2024 15:30:00 - 12/04/2024 15:45:00","BZN|DE-LU","Sequence 2","22.4","",""
"12/04/2024 15:45:00 - 12/04/2024 16:00:00","BZN|DE-LU","Sequence 1","0.18","",""
"12/04/2024 15:45:00 - 12/04/2024 16:00:00","BZN|DE-LU","Sequence 2","20.09","",""
"12/04/2024 16:00:00 - 12/04/2024 16:15:00","BZN|DE-LU","Sequence 1","0.22","",""
"12/04/2024 16:00:00 - 12/04/2024 16:15:00","BZN|DE-LU","Sequence 2","-25.0","",""
"12/04/2024 16:15:00 - 12/04/2024 16:30:00","BZN|DE-LU","Sequence 1","0.22","",""
"12/04/2024 16:15:00 - 12/04/2024 16:30:00","BZN|DE-LU","Sequence 2","0.07","",""
"12/04/2024 16:30:00 - 12/04/2024 16:45:00","BZN|DE-LU","Sequence 1","0.22","",""
"12/04/2024 16:30:00 - 12/04/2024 16:45:00","BZN|DE-LU","Sequence 2","25.12","",""
"12/04/2024 16:45:00 - 12/04/2024 17:00:00","BZN|DE-LU","Sequence 1","0.22","",""
"12/04/2024 16:45:00 - 12/04/2024 17:00:00","BZN|DE-LU","Sequence 2","50.07","",""
"12/04/2024 17:00:00 - 12/04/2024 17:15:00","BZN|DE-LU","Sequence 1","57.37","",""
"12/04/2024 17:00:00 - 12/04/2024 17:15:00","BZN|DE-LU","Sequence 2","-2.18","",""
"12/04/2024 17:15:00 - 12/04/2024 17:30:00","BZN|DE-LU","Sequence 1","57.37","",""
"12/04/2024 17:15:00 - 12/04/2024 17:30:00","BZN|DE-LU","Sequence 2","36.91","",""
"12/04/2024 17:30:00 - 12/04/2024 17:45:00","BZN|DE-LU","Sequence 1","57.37","",""
"12/04/2024 17:30:00 - 12/04/2024 17:45:00","BZN|DE-LU","Sequence 2","61.95","",""
"12/04/2024 17:45:00 - 12/04/2024 18:00:00","BZN|DE-LU","Sequence 1","57.37","",""
"12/04/2024 17:45:00 - 12/04/2024 18:00:00","BZN|DE-LU","Sequence 2","113.1","",""
"12/04/2024 18:00:00 - 12/04/2024 18:15:00","BZN|DE-LU","Sequence 1","81.93","",""
"12/04/2024 18:00:00 - 12/04/2024 18:15:00","BZN|DE-LU","Sequence 2","34.93","",""
"12/04/2024 18:15:00 - 12/04/2024 18:30:00","BZN|DE-LU","Sequence 1","81.93","",""
"12/04/2024 18:15:00 - 12/04/2024 18:30:00","BZN|DE-LU","Sequence 2","70.0","",""
"12/04/2024 18:30:00 - 12/04/2024 18:45:00","BZN|DE-LU","Sequence 1","81.93","",""
"12/04/2024 18:30:00 - 12/04/2024 18:45:00","BZN|DE-LU","Sequence 2","95.41","",""
"12/04/2024 18:45:00 - 12/04/2024 19:00:00","BZN|DE-LU","Sequence 1","81.93","",""
"12/04/2024 18:45:00 - 12/04/2024 19:00:00","BZN|DE-LU","Sequence 2","139.91","",""
"12/04/2024 19:00:00 - 12/04/2024 19:15:00","BZN|DE-LU","Sequence 1","125.95","",""
"12/04/2024 19:00:00 - 12/04/2024 19:15:00","BZN|DE-LU","Sequence 2","100.94","",""
"12/04/2024 19:15:00 - 12/04/2024 19:30:00","BZN|DE-LU","Sequence 1","125.95","",""
"12/04/2024 19:15:00 - 12/04/2024 19:30:00","BZN|DE-LU","Sequence 2","92.2","",""
"12/04/2024 19:30:00 - 12/04/2024 19:45:00","BZN|DE-LU","Sequence 1","125.95","",""
"12/04/2024 19:30:00 - 12/04/2024 19:45:00","BZN|DE-LU","Sequence 2","119.7","",""
"12/04/2024 19:45:00 - 12/04/2024 20:00:00","BZN|DE-LU","Sequence 1","125.95","",""
"12/04/2024 19:45:00 - 12/04/2024 20:00:00","BZN|DE-LU","Sequence 2","134.95","",""
"12/04/2024 20:00:00 - 12/04/2024 20:15:00","BZN|DE-LU","Sequence 1","124.13","",""
"12/04/2024 20:00:00 - 12/04/2024 20:15:00","BZN|DE-LU","Sequence 2","171.9","",""
"12/04/2024 20:15:00 - 12/04/2024 20:30:00","BZN|DE-LU","Sequence 1","124.13","",""
"12/04/2024 20:15:00 - 12/04/2024 20:30:00","BZN|DE-LU","Sequence 2","96.98","",""
"12/04/2024 20:30:00 - 12/04/2024 20:45:00","BZN|DE-LU","Sequence 1","124.13","",""
"12/04/2024 20:30:00 - 12/04/2024 20:45:00","BZN|DE-LU","Sequence 2","100.09","",""
"12/04/2024 20:45:00 - 12/04/2024 21:00:00","BZN|DE-LU","Sequence 1","124.13","",""
"12/04/2024 20:45:00 - 12/04/2024 21:00:00","BZN|DE-LU","Sequence 2","81.94","",""
"12/04/2024 21:00:00 - 12/04/2024 21:15:00","BZN|DE-LU","Sequence 1","86.6","",""
"12/04/2024 21:00:00 - 12/04/2024 21:15:00","BZN|DE-LU","Sequence 2","119.99","",""
"12/04/2024 21:15:00 - 12/04/2024 21:30:00","BZN|DE-LU","Sequence 1","86.6","",""
"12/04/2024 21:15:00 - 12/04/2024 21:30:00","BZN|DE-LU","Sequence 2","86.6","",""
"12/04/2024 21:30:00 - 12/04/2024 21:45:00","BZN|DE-LU","Sequence 1","86.6","",""
"12/04/2024 21:30:00 - 12/04/2024 21:45:00","BZN|DE-LU","Sequence 2","78.36","",""
"12/04/2024 21:45:00 - 12/04/2024 22:00:00","BZN|DE-LU","Sequence 1","86.6","",""
"12/04/2024 21:45:00 - 12/04/2024 22:00:00","BZN|DE-LU","Sequence 2","67.0","",""
"12/04/2024 22:00:00 - 12/04/2024 22:15:00","BZN|DE-LU","Sequence 1","77.99","",""
"12/04/2024 22:00:00 - 12/04/2024 22:15:00","BZN|DE-LU","Sequence 2","111.93","",""
"12/04/2024 22:15:00 - 12/04/2024 22:30:00","BZN|DE-LU","Sequence 1","77.99","",""
"12/04/2024 22:15:00 - 12/04/2024 22:30:00","BZN|DE-LU","Sequence 2","81.39","",""
"12/04/2024 22:30:00 - 12/04/2024 22:45:00","BZN|DE-LU","Sequence 1","77.99","",""
"12/04/2024 22:30:00 - 12/04/2024 22:45:00","BZN|DE-LU","Sequence 2","71.99","",""
"12/04/2024 22:45:00 - 12/04/2024 23:00:00","BZN|DE-LU","Sequence 1","77.99","",""
"12/04/2024 22:45:00 - 12/04/2024 23:00:00","BZN|DE-LU","Sequence 2","56.95","",""
"12/04/2024 23:00:00 - 12/04/2024 23:15:00","BZN|DE-LU","Sequence 1","68.1","",""
"12/04/2024 23:00:00 - 12/04/2024 23:15:00","BZN|DE-LU","Sequence 2","86.94","",""
"12/04/2024 23:15:00 - 12/04/2024 23:30:00","BZN|DE-LU","Sequence 1","68.1","",""
"12/04/2024 23:15:00 - 12/04/2024 23:30:00","BZN|DE-LU","Sequence 2","66.98","",""
"12/04/2024 23:30:00 - 12/04/2024 23:45:00","BZN|DE-LU","Sequence 1","68.1","",""
"12/04/2024 23:30:00 - 12/04/2024 23:45:00","BZN|DE-LU","Sequence 2","59.3","",""
"12/04/2024 23:45:00 - 13/04/2024 00:00:00","BZN|DE-LU","Sequence 1","68.1","",""
"12/04/2024 23:45:00 - 13/04/2024 00:00:00","BZN|DE-LU","Sequence 2","56.9","",""
"13/04/2024 00:00:00 - 13/04/2024 00:15:00","BZN|DE-LU","Sequence 1","60.22","",""
"13/04/2024 00:00:00 - 13/04/2024 00:15:00","BZN|DE-LU","Sequence 2","80.82","",""
"13/04/2024 00:15:00 - 13/04/2024 00:30:00","BZN|DE-LU","Sequence 1","60.22","",""
"13/04/2024 00:15:00 - 13/04/2024 00:30:00","BZN|DE-LU","Sequence 2","68.84","",""
"13/04/2024 00:30:00 - 13/04/2024 00:45:00","BZN|DE-LU","Sequence 1","60.22","",""
"13/04/2024 00:30:00 - 13/04/2024 00:45:00","BZN|DE-LU","Sequence 2","64.93","",""
"13/04/2024 00:45:00 - 13/04/2024 01:00:00","BZN|DE-LU","Sequence 1","60.22","",""
"13/04/2024 00:45:00 - 13/04/2024 01:00:00","BZN|DE-LU","Sequence 2","54.94","",""
"13/04/2024 01:00:00 - 13/04/2024 01:15:00","BZN|DE-LU","Sequence 1","49.07","",""
"13/04/2024 01:00:00 - 13/04/2024 01:15:00","BZN|DE-LU","Sequence 2","84.91","",""
"13/04/2024 01:15:00 - 13/04/2024 01:30:00","BZN|DE-LU","Sequence 1","49.07","",""
"13/04/2024 01:15:00 - 13/04/2024 01:30:00","BZN|DE-LU","Sequence 2","61.99","",""
"13/04/2024 01:30:00 - 13/04/2024 01:45:00","BZN|DE-LU","Sequence 1","49.07","",""
"13/04/2024 01:30:00 - 13/04/2024 01:45:00","BZN|DE-LU","Sequence 2","44.87","",""
"13/04/2024 01:45:00 - 13/04/2024 02:00:00","BZN|DE-LU","Sequence 1","49.07","",""
"13/04/2024 01:45:00 - 13/04/2024 02:00:00","BZN|DE-LU","Sequence 2","32.6","",""
"13/04/2024 02:00:00 - 13/04/2024 02:15:00","BZN|DE-LU","Sequence 1","24.41","",""
"13/04/2024 02:00:00 - 13/04/2024 02:15:00","BZN|DE-LU","Sequence 2","56.6","",""
"13/04/2024 02:15:00 - 13/04/2024 02:30:00","BZN|DE-LU","Sequence 1","24.41","",""
